B261005-01429,415569.106,572940.471,69.642,F
B261005-01430,415569.159,572940.449,69.634,F
S261005-01431,415569.658,572940.331,69.957,F S
S261005-01432,415569.544,572940.338,69.858,F
S261005-01433,415569.452,572940.362,69.787,F
S261005-01434,415569.365,572940.346,69.714,F
S261005-01435,415569.264,572940.39,69.655,F
S261005-01436,415569.259,572940.405,69.625,F
S261005-01437,415569.163,572940.403,69.602,F
S261005-01438,415569.122,572940.435,69.615,F
S261005-01439,415569.069,572940.402,69.653,F
S261005-01440,415569.02,572940.41,69.701,F
S261005-01441,415568.938,572940.413,69.76,F
S261005-01442,415568.848,572940.423,69.88,F
S261005-01443,415568.781,572940.408,69.891,F
S261005-01444,415568.76,572940.41,69.872,F
S261005-01445,415568.646,572940.407,69.891,F
S261005-01446,415568.552,572940.374,69.982,F
S261005-01447,415568.502,572940.376,70.01,F
S261005-01448,415568.453,572940.373,70.107,F
S261005-01449,415568.6,572940.352,70.086,F
S261005-01450,415568.922,572940.304,70.05,F
S261005-01451,415569.117,572940.307,70.014,F
S261005-01452,415569.355,572940.299,70.011,F
S261005-01453,415569.498,572940.322,70.006,F C
S261005-01454,415569.491,572941.551,69.995,F S
S261005-01455,415569.423,572941.543,69.932,F
S261005-01456,415569.395,572941.551,69.87,F
S261005-01457,415569.36,572941.573,69.855,F
S261005-01458,415569.335,572941.575,69.896,F
S261005-01459,415569.281,572941.585,69.889,F
S261005-01460,415569.162,572941.632,69.871,F
S261005-01461,415569.035,572941.655,69.9,F
S261005-01462,415568.911,572941.689,69.954,F
S261005-01463,415568.832,572941.694,70.056,F
S261005-01464,415568.737,572941.761,70.117,F
S261005-01465,415568.925,572941.687,70.107,F
S261005-01466,415569.139,572941.64,70.087,F
S261005-01467,415569.355,572941.587,70.061,F C
L261004-01468,415569.099,572940.268,70.01,P
L22906-01213,415149.671,572825.484,71.792,P
L22907-01214,415149.685,572825.48,71.653,P
TR315-01215,415139.352,572791.878,72.388,F S
TR315-01216,415118.926,572790.141,72.38,F
TR227-01217,415125.625,572811.713,72.441,F S
TR227-01218,415121.761,572813.625,72.349,F
TR227-01219,415119.834,572810.079,72.384,F
TR227-01220,415123.158,572808.121,72.396,F
TR229-01221,415151.28,572824.541,72.272,F S
TR229-01222,415149.922,572820.65,72.917,F
TR229-01223,415144.974,572822.443,73.185,F
TR229-01224,415146.367,572826.434,72.306,F
C22903-01227,415139.006,572833.068,71.797,F S
C22903-01228,415139.142,572832.846,71.77,F
C22903-01229,415139.299,572832.605,71.778,F
C22903-01230,415139.453,572832.353,71.759,F
C22903-01231,415139.617,572832.073,71.778,F
C22903-01232,415139.867,572831.793,71.792,F
C22903-01233,415140.116,572831.416,71.815,F
C22903-01234,415140.335,572831.191,71.849,F
C22903-01235,415140.637,572830.88,71.865,F
C22903-01236,415140.897,572830.6,71.875,F
C22903-01237,415141.097,572830.418,71.821,F
C22903-01238,415141.25,572830.289,71.876,F
C22903-01239,415141.375,572830.207,71.812,F
C22903-01240,415141.562,572830.059,71.813,F
C22903-01241,415141.699,572829.992,71.817,F
C22903-01242,415141.803,572830.023,71.788,F
C22903-01243,415141.944,572830.114,71.777,F
C22903-01244,415142.032,572830.186,71.789,F
C22903-01245,415142.069,572830.27,71.787,F
C22903-01246,415142.027,572830.452,71.788,F
C22903-01247,415141.961,572830.52,71.831,F
C22903-01248,415141.815,572830.628,71.825,F
C22903-01249,415141.759,572830.64,71.826,F
C22903-01250,415141.661,572830.782,71.844,F
C22903-01251,415141.617,572830.843,71.866,F
C22903-01252,415141.524,572830.903,71.874,F
C22903-01253,415141.418,572831.004,71.862,F
C22903-01254,415141.21,572831.246,71.847,F
C22903-01255,415141.059,572831.404,71.821,F
C22903-01256,415140.906,572831.629,71.77,F
C22903-01257,415140.743,572831.854,71.797,F
